,class,area,lotfrontage,quality,year_built,living_area,garage_area,year_sold,price
505,90,7596,60.0,5,1952,1960,400,2009,124500
506,60,9554,80.0,8,1993,1911,471,2006,215000
507,20,7862,75.0,6,2009,1218,676,2009,208300
508,70,9600,60.0,7,1928,1378,360,2008,161000
509,20,9600,80.0,5,1959,1041,270,2009,124500
510,20,14559,75.0,5,1951,1363,288,2009,164900
511,120,6792,40.0,7,2005,1368,474,2006,202665
512,20,9100,70.0,5,1958,864,624,2006,129900
513,20,9187,71.0,6,1983,1080,484,2007,134000
514,45,10594,55.0,5,1926,789,200,2007,96500
515,20,12220,94.0,10,2009,2020,900,2009,402861
516,80,10448,70.04995836802665,6,1972,2119,583,2009,158000
517,60,10208,79.0,7,1996,2344,889,2009,265000
518,60,9531,70.04995836802665,6,1998,1796,546,2007,211000
519,70,10918,53.0,7,1926,2080,282,2009,234000
520,190,10800,60.0,4,1900,1294,0,2008,106250
521,20,11988,90.0,6,1957,1244,336,2007,150000
522,50,5000,50.0,6,1947,1664,420,2006,159000
523,60,40094,130.0,10,2007,4676,884,2007,184750
524,60,11787,95.0,7,1996,2398,834,2007,315750
525,20,7500,62.0,7,2005,1266,453,2006,176000
526,20,13300,70.0,5,1956,928,252,2007,132000
527,60,14948,67.0,9,2008,2713,858,2008,446261
528,30,9098,58.0,4,1920,605,0,2007,86000
529,20,32668,70.04995836802665,6,1957,2515,484,2007,200624
530,80,10200,85.0,6,1988,1509,600,2008,175000
531,70,6155,60.0,6,1920,1362,502,2008,128000
532,20,7200,60.0,5,1955,827,392,2010,107500
533,20,5000,50.0,1,1946,334,0,2007,39300
534,60,9056,74.0,8,2004,1414,403,2006,178000
535,190,7000,70.0,5,1910,1347,0,2008,107500
536,60,8924,57.0,7,1998,1724,527,2008,188000
537,20,12735,70.04995836802665,4,1972,864,576,2008,111250
538,20,11553,70.04995836802665,5,1968,1159,336,2006,158000
539,20,11423,70.04995836802665,8,2001,1601,670,2010,272000
540,20,14601,85.0,9,2006,1838,765,2009,315000
541,60,11000,70.04995836802665,8,2000,2285,648,2007,248000
542,20,10140,78.0,7,1998,1680,583,2009,213250
543,120,4058,34.0,7,1998,767,367,2007,133000
544,60,17104,58.0,7,2006,1496,426,2006,179665
545,50,13837,70.04995836802665,7,1988,2183,786,2006,229000
546,50,8737,70.0,6,1923,1635,440,2007,210000
547,85,7244,54.0,5,1970,768,624,2007,129500
548,20,8235,49.0,5,1955,825,720,2008,125000
549,60,9375,75.0,7,2003,2094,615,2009,263000
550,120,4043,53.0,6,1977,1069,440,2008,140000
551,20,6000,50.0,5,1957,928,288,2008,112500
552,20,11146,87.0,8,2006,1717,908,2009,255500
553,20,8777,67.0,4,1949,1126,520,2009,108000
554,60,10625,85.0,7,2003,2046,871,2008,284000
555,45,6380,58.0,5,1922,1048,280,2006,113000
556,20,14850,69.0,5,1957,1092,299,2006,141000
557,50,11040,60.0,4,1920,1336,570,2006,108000
558,60,21872,57.0,7,1996,1446,406,2008,175000
559,120,3196,70.04995836802665,7,2003,1557,420,2006,234000
560,20,11341,70.04995836802665,5,1957,1392,528,2010,121500
561,20,10010,77.0,5,1974,1389,418,2006,170000
562,30,13907,63.0,5,1940,996,0,2008,108000
563,50,21780,66.0,6,1918,1674,396,2008,185000
564,60,13346,70.04995836802665,7,1992,2295,590,2006,268000
565,70,6858,66.0,6,1915,1647,216,2010,128000
566,60,11198,77.0,9,2005,2504,656,2008,325000
567,20,10171,70.0,7,2004,1535,532,2010,214000
568,50,12327,79.0,8,1983,2132,612,2009,316600
569,90,7032,70.04995836802665,5,1979,943,600,2006,135960
570,90,13101,74.0,5,1965,1728,576,2008,142600
571,20,7332,60.0,6,1959,864,288,2006,120000
572,60,13159,83.0,7,2009,1692,650,2009,224500
573,80,9967,76.0,7,2000,1430,400,2007,170000
574,80,10500,70.0,5,1971,1109,288,2007,139000
575,50,8480,80.0,5,1947,1216,336,2008,118500
576,50,6292,52.0,7,1928,1477,216,2009,145000
577,80,11777,96.0,5,1966,1320,564,2006,164500
578,160,3604,34.0,7,2007,1392,540,2008,146000
579,50,12150,81.0,5,1954,1795,352,2008,131500
580,20,14585,70.04995836802665,6,1960,1429,572,2007,181900
581,20,12704,98.0,8,2008,2042,1390,2009,253293
582,90,11841,81.0,6,1990,816,0,2007,118500
583,75,13500,75.0,10,1893,2775,880,2008,325000
584,50,6120,51.0,4,1935,1573,240,2009,133000
585,20,11443,88.0,8,2005,2028,880,2006,369900
586,30,10267,55.0,6,1918,838,275,2008,130000
587,85,8740,74.0,5,1982,860,528,2009,137000
588,20,25095,65.0,5,1968,1473,452,2009,143000
589,40,9100,50.0,5,1930,935,308,2008,79500
590,60,8320,64.0,7,2004,1582,520,2008,185900
591,60,13478,97.0,10,2008,2296,842,2009,451950
592,20,6600,60.0,5,1982,816,816,2008,138000
593,120,4435,70.04995836802665,6,2003,848,420,2009,140000
594,20,7990,88.0,5,1975,924,280,2008,110000
595,20,11302,69.0,8,2005,1826,758,2006,319000
596,70,3600,60.0,6,1910,1368,216,2006,114504
597,120,3922,53.0,7,2006,1402,648,2007,194201
598,20,12984,80.0,5,1977,1647,621,2006,217500
599,160,1950,24.0,6,1980,1556,452,2008,151000
600,60,10927,74.0,8,2005,1904,736,2006,275000
601,50,9000,50.0,6,1937,1375,544,2007,141000
602,60,10041,80.0,8,1992,1915,506,2006,220000
603,160,3182,30.0,7,2004,1200,480,2010,151000
604,20,12803,88.0,7,2002,1494,530,2008,221000
605,60,13600,85.0,7,1965,1986,486,2009,205000
606,20,12464,82.0,5,1996,1040,576,2009,152000
607,20,7800,78.0,5,1948,2008,230,2006,225000
608,70,12168,78.0,8,1934,3194,380,2007,359100
609,20,7943,61.0,4,1961,1029,261,2007,118500
610,60,11050,70.04995836802665,9,2000,2153,736,2009,313000
611,80,10395,70.04995836802665,6,1978,1032,564,2007,148000
612,60,11885,70.04995836802665,8,2001,1872,531,2009,261500
613,20,8402,70.0,5,2007,1120,0,2007,147000
614,180,1491,21.0,4,1972,630,0,2010,75500
615,85,8800,80.0,6,1963,1054,480,2010,137500
616,60,7861,70.04995836802665,6,2002,1509,393,2006,183200
617,45,7227,59.0,6,1954,832,528,2008,105500
618,20,11694,90.0,9,2007,1828,774,2007,314813
619,60,12244,85.0,8,2003,2262,749,2008,305000
620,30,8248,45.0,3,1914,864,0,2008,67000
621,60,10800,90.0,6,1974,2614,624,2008,240000
622,20,7064,71.0,5,1977,980,484,2009,135000
623,160,2117,70.04995836802665,6,2000,1512,440,2007,168500
624,60,10400,80.0,6,1972,1790,484,2006,165150
625,20,10000,87.0,6,1962,1116,440,2010,160000
626,20,12342,70.04995836802665,5,1960,1422,286,2007,139900
627,80,9600,80.0,6,1955,1520,364,2010,153000
628,60,11606,70.0,5,1969,2080,504,2007,135000
629,80,9020,82.0,6,1964,1350,520,2008,168500
630,70,9000,50.0,5,1880,1750,240,2006,124000
631,120,4590,34.0,8,2006,1554,627,2007,209500
632,20,11900,85.0,7,1977,1411,544,2009,82500
633,20,9250,80.0,5,1954,1056,260,2007,139400
634,90,6979,64.0,6,1980,1056,576,2010,144000
635,190,10896,60.0,6,1914,3395,0,2007,200000
636,30,6120,51.0,2,1936,800,0,2009,60000
637,190,6000,50.0,5,1954,1387,256,2009,93000
638,30,8777,67.0,5,1910,796,0,2008,85000
639,120,3982,53.0,8,2006,1567,648,2006,264561
640,120,12677,62.0,8,2003,1518,588,2008,274000
641,60,7050,70.04995836802665,7,2001,1929,650,2007,226000
642,80,13860,75.0,8,1972,2704,538,2009,345000
643,60,10793,80.0,5,1969,1620,462,2007,152000
644,20,9187,85.0,9,2009,1766,478,2009,370878
645,20,10530,70.04995836802665,6,1971,981,576,2007,143250
646,20,7200,60.0,5,1950,1048,420,2008,98300
647,20,10452,85.0,6,1953,1094,495,2008,155000
648,60,7700,70.0,6,1966,1839,442,2010,155000
649,180,1936,21.0,4,1970,630,0,2007,84500
650,60,8125,65.0,7,2007,1665,562,2008,205950
651,70,9084,60.0,4,1940,1510,296,2009,108000
652,60,8750,70.0,7,1996,1716,512,2009,191000
653,50,10320,60.0,6,1906,1469,216,2008,135000
654,20,10437,91.0,8,1995,2113,839,2008,350000
655,160,1680,21.0,6,1971,1092,264,2010,88000
656,20,10007,72.0,5,1959,1053,312,2008,145500
657,70,7200,60.0,7,1931,1502,270,2008,149000
658,50,17503,78.0,6,1948,1458,330,2010,97500
659,20,9937,75.0,5,1964,1486,480,2009,167000
660,60,12384,70.04995836802665,7,1976,1935,550,2007,197900
661,60,46589,52.0,8,1994,2448,711,2009,402000
662,20,13560,120.0,6,1968,1392,576,2009,110000
663,85,10012,90.0,4,1972,1181,588,2008,137500
664,20,20896,49.0,8,2005,2097,1134,2006,423000
665,60,11194,106.0,8,2000,1936,504,2006,230500
666,60,18450,70.04995836802665,6,1965,2380,596,2007,129000
667,20,8125,65.0,6,1994,1679,575,2008,193500
668,20,14175,70.04995836802665,5,1956,1437,576,2006,168000
669,30,11600,80.0,4,1922,1180,252,2006,137500
670,60,8633,64.0,6,2005,1476,540,2009,173500
671,70,6629,54.0,6,1925,1369,300,2009,103600
672,20,11250,70.04995836802665,6,1977,1208,546,2006,165000
673,20,14442,110.0,6,1957,1839,416,2007,257500
674,20,9200,80.0,6,1965,1136,384,2008,140000
675,160,2289,24.0,6,1978,1441,440,2009,148500
676,70,9600,60.0,4,1900,1774,779,2006,87000
677,30,9022,52.0,5,1924,792,240,2009,109500
678,20,11844,80.0,8,2008,2046,834,2009,372500
679,20,9945,70.04995836802665,5,1961,988,572,2007,128500
680,120,8012,50.0,6,1980,923,264,2010,143000
681,50,4500,55.0,5,1932,1520,281,2009,159434
682,120,2887,70.04995836802665,6,1996,1291,431,2008,173000
683,20,11248,90.0,9,2002,1668,702,2007,285000
684,60,16770,58.0,7,1998,1839,486,2010,221000
685,160,5062,70.04995836802665,7,1984,2090,577,2007,207500
686,60,10207,84.0,7,2007,1761,578,2007,227875
687,160,5105,70.04995836802665,7,2004,1102,480,2007,148800
688,20,8089,60.0,8,2007,1419,567,2007,392000
689,120,7577,61.0,6,2005,1362,460,2007,194700
690,120,4426,70.04995836802665,6,2004,848,420,2008,141000
691,60,21535,104.0,10,1994,4316,832,2007,755000
692,60,26178,42.0,7,1989,2519,628,2006,335000
693,30,5400,60.0,5,1921,1073,326,2006,108480
694,50,6120,51.0,5,1936,1539,576,2009,141500
695,20,13811,54.0,6,1987,1137,551,2006,176000
696,30,6000,50.0,5,1921,616,205,2006,89000
697,20,6420,57.0,5,1952,1148,308,2006,123500
698,20,8450,65.0,5,1965,894,336,2010,138500
699,120,4282,59.0,7,2004,1391,530,2008,196000
700,20,14331,85.0,8,2002,1800,765,2006,312500
701,20,9600,80.0,7,1969,1164,528,2006,140000
702,60,12438,82.0,8,2006,2576,666,2006,361919
703,190,7630,76.0,5,1900,1812,672,2010,140000
704,20,8400,70.0,7,2004,1484,606,2010,213000
705,190,5600,70.0,4,1930,1092,0,2010,55000
706,20,115149,70.04995836802665,7,1971,1824,739,2007,302000
707,120,6240,48.0,8,2006,1324,550,2009,254000
708,60,9018,65.0,7,2007,1456,400,2007,179540
709,20,7162,70.04995836802665,5,1966,904,408,2008,109900
710,30,4130,56.0,3,1935,729,0,2008,52000
711,50,8712,66.0,4,1900,1178,384,2010,102776
712,120,4671,40.0,8,1988,1228,472,2008,189000
713,190,9873,60.0,4,1970,960,576,2006,129000
714,60,13517,70.04995836802665,6,1976,1479,475,2010,130500
715,20,10140,78.0,6,1974,1350,478,2009,165000
716,70,10800,60.0,7,1890,2554,704,2007,159500
717,20,10000,80.0,5,1973,1178,439,2008,157000
718,60,10542,96.0,7,1993,2418,983,2008,341000
719,20,9920,69.0,5,1969,971,300,2006,128500
720,120,6563,70.04995836802665,8,1985,1742,564,2006,275000
721,120,4426,70.04995836802665,6,2004,848,420,2010,143000
722,20,8120,70.0,4,1970,864,463,2009,124500
723,50,8172,60.0,4,1954,1470,548,2008,135000
724,20,13286,86.0,9,2007,1698,768,2009,320000
725,20,6960,60.0,4,1970,864,660,2009,120500
726,20,21695,70.04995836802665,6,1988,1680,540,2009,222000
727,20,7314,64.0,7,2007,1232,632,2009,194500
728,90,11475,85.0,5,1958,1776,888,2009,110000
729,30,6240,52.0,4,1925,1208,539,2009,103000
730,120,5389,39.0,8,1995,1616,608,2010,236500
731,80,9590,73.0,7,2003,1146,438,2007,187500
732,60,11404,75.0,7,1998,2031,541,2008,222500
733,20,10000,80.0,5,1961,1144,264,2009,131400
734,20,8978,70.04995836802665,5,1968,948,300,2007,108000
735,75,10800,60.0,7,1914,1768,320,2006,163000
736,90,8544,60.0,3,1950,1040,400,2006,93500
737,60,10463,72.0,8,2005,1801,800,2006,239900
738,90,10800,60.0,5,1987,1200,0,2009,179000
739,60,9313,65.0,7,2004,1728,572,2009,190000
740,70,9600,60.0,5,1910,1432,360,2007,132000
741,20,6768,65.0,6,1961,912,288,2008,142000
742,20,8450,65.0,7,2000,1349,539,2007,179000
743,80,12886,70.0,5,1963,1464,480,2009,175000
744,120,5395,41.0,8,1993,1337,462,2008,180000
745,60,8963,70.04995836802665,8,1976,2715,831,2008,299800
746,60,8795,70.04995836802665,7,2000,2256,554,2009,236000
747,70,11700,65.0,7,1880,2640,864,2009,265979
748,20,10593,59.0,7,1996,1720,527,2010,260400
749,50,8405,50.0,4,1945,1529,240,2009,98000
750,50,8800,55.0,4,1910,1140,0,2010,96500
751,60,7750,70.04995836802665,7,2003,1320,400,2007,162000
752,20,9236,79.0,6,1997,1494,576,2006,217000
753,60,10240,80.0,8,2005,2098,878,2006,275500
754,20,7930,61.0,6,1969,1026,440,2009,156000
755,160,3230,34.0,6,1999,1471,440,2009,172500
756,60,10769,68.0,8,2007,1768,578,2009,212000
757,60,11616,70.04995836802665,6,1978,1386,440,2010,158900
758,160,2280,24.0,7,1999,1501,440,2008,179400
759,60,12257,65.0,8,1995,2531,752,2007,290000
760,20,9100,70.0,6,1959,864,300,2009,127500
761,30,6911,60.0,5,1924,1301,440,2009,100000
762,60,8640,72.0,7,2009,1547,614,2010,215200
763,60,9430,82.0,8,1999,2365,856,2009,337000
764,120,9549,30.0,8,1995,1494,481,2006,270000
765,20,14587,75.0,9,2008,1506,592,2008,264132
766,60,10421,80.0,7,1988,1714,496,2010,196500
767,50,12508,75.0,6,1940,1750,423,2008,160000
768,20,9100,70.0,7,2004,1836,484,2006,216837
769,60,53504,47.0,8,2003,3279,841,2010,538000
770,85,7252,70.04995836802665,5,1982,858,576,2009,134900
771,20,8877,67.0,4,1951,1220,396,2006,102000
772,80,7819,94.0,6,1976,1117,672,2010,107000
773,20,10150,70.0,5,1958,912,275,2007,114500
774,20,14226,110.0,8,2006,1973,895,2007,395000
775,120,4500,32.0,6,1998,1204,412,2009,162000
776,20,11210,86.0,7,2005,1614,865,2006,221500
777,20,13350,100.0,5,1974,894,440,2006,142500
778,90,8400,60.0,5,1977,2020,630,2007,144000
779,90,10530,78.0,6,1977,1004,504,2006,135000
780,20,7875,63.0,7,1995,1253,402,2007,176000
781,60,7153,65.0,6,1992,1603,484,2006,175900
782,20,16285,67.0,7,2001,1430,605,2009,187100
783,85,9101,70.04995836802665,5,1978,1110,602,2009,165500
784,75,6300,35.0,6,1914,1484,0,2008,128000
785,20,9790,70.04995836802665,6,1967,1342,457,2009,161500
786,50,10800,60.0,5,1915,1652,416,2010,139000
787,60,10142,76.0,7,2004,2084,618,2010,233000
788,20,6000,50.0,4,1954,901,281,2008,107900
789,60,12205,70.04995836802665,6,1966,2087,444,2007,187500
790,120,3182,43.0,7,2005,1145,397,2009,160200
791,80,11333,70.04995836802665,6,1976,1062,539,2007,146800
792,60,9920,92.0,7,1996,2013,455,2007,269790
793,20,9158,76.0,8,2007,1496,474,2007,225000
794,60,10832,70.04995836802665,7,1994,1895,409,2008,194500
795,60,8400,70.0,6,1980,1564,476,2010,171000
796,20,8197,71.0,6,1977,1285,528,2007,143500
797,20,7677,57.0,5,1953,773,240,2008,110000
798,60,13518,104.0,9,2008,3140,820,2009,485000
799,50,7200,60.0,5,1937,1768,240,2007,175000
800,60,12798,79.0,6,1997,1688,603,2008,200000
801,30,4800,40.0,4,1916,1196,440,2007,109900
802,60,8199,63.0,7,2005,1456,410,2008,189000
803,60,13891,107.0,9,2008,2822,1020,2009,582933
804,20,9000,75.0,5,1954,1128,286,2006,118000
805,20,12274,91.0,7,2008,1428,554,2008,227680
806,80,9750,75.0,5,1967,980,384,2006,135500
807,70,21384,144.0,5,1923,1576,528,2009,223500
808,80,13400,85.0,5,1966,1086,484,2006,159950
809,75,8100,90.0,5,1898,2138,360,2009,106000
810,20,10140,78.0,6,1974,1309,484,2006,181000
811,120,4438,70.04995836802665,6,2004,848,420,2008,144500
812,20,8712,66.0,5,1952,1044,504,2010,55993
813,20,9750,75.0,6,1958,1442,301,2007,157900
814,50,8248,45.0,5,1918,1250,280,2006,116000
815,20,12137,48.0,7,1998,1661,598,2010,224900
816,20,11425,70.04995836802665,5,1954,1008,275,2006,137000
817,20,13265,70.04995836802665,8,2002,1689,857,2008,271000
818,80,8816,80.0,6,1971,1052,440,2010,155000
819,120,6371,44.0,7,2009,1358,484,2010,224000
820,60,7226,72.0,7,2003,1640,595,2008,183000
821,20,6000,60.0,4,1953,936,576,2009,93000
822,60,12394,70.04995836802665,7,2003,1733,433,2007,225000
823,50,9900,60.0,6,1940,1489,240,2009,139500
824,20,11216,81.0,8,2006,1489,776,2006,232600
825,20,14803,114.0,10,2007,2084,1220,2008,385000
826,45,6130,50.0,5,1924,784,0,2008,109500
827,20,8529,65.0,7,2001,1434,527,2009,189000
828,60,28698,70.04995836802665,5,1967,2126,538,2009,185000
829,160,2544,24.0,7,2005,1223,480,2006,147400
830,20,11900,80.0,6,1957,1392,458,2008,166000
831,160,3180,30.0,7,2005,1200,480,2006,151000
832,60,9548,44.0,7,2003,1829,613,2010,237000
833,20,10004,100.0,6,1964,1516,472,2009,167000
834,20,7875,75.0,5,1961,1144,456,2008,139950
835,20,9600,60.0,4,1950,1067,436,2010,128000
836,30,8100,90.0,5,1948,1559,812,2007,153500
837,160,1680,21.0,6,1973,987,264,2008,100000
838,20,9525,75.0,5,1995,1099,352,2008,144000
839,50,11767,70.0,5,1946,1200,240,2008,130500
840,70,12155,70.04995836802665,6,1925,1482,400,2008,140000
841,70,10440,60.0,5,1904,1539,686,2008,157500
842,80,9020,82.0,6,1966,1165,490,2008,174900
843,90,8000,80.0,5,1961,1800,0,2007,141000
844,50,12665,100.0,5,1915,1416,720,2008,153900
845,85,16647,70.04995836802665,5,1975,1701,611,2007,171000
846,60,9317,75.0,7,1993,1775,425,2009,213000
847,20,15523,36.0,5,1972,864,338,2009,133500
848,50,45600,75.0,6,1908,2358,360,2008,240000
849,80,9600,80.0,6,1976,1855,512,2007,187000
850,120,4435,36.0,6,2003,848,420,2007,131500
851,120,3196,70.04995836802665,8,2003,1456,400,2006,215000
852,75,7128,53.0,7,1941,1646,240,2007,164000
853,80,12095,70.04995836802665,6,1964,1445,645,2009,158000
854,20,17920,102.0,5,1955,1779,454,2006,170000
855,20,6897,70.04995836802665,5,1962,1040,260,2010,127000
856,80,10970,70.04995836802665,6,1978,1026,576,2008,147000
857,60,8125,65.0,6,1994,1481,343,2009,174000
858,20,10400,80.0,7,1976,1370,479,2009,152000
859,60,11029,70.04995836802665,6,1968,2654,619,2006,250000
860,50,7642,55.0,7,1918,1426,216,2007,189950
861,190,11625,75.0,5,1965,1039,504,2010,131500
862,20,9672,81.0,6,1984,1097,480,2010,152000
863,20,7931,70.0,5,1959,1148,672,2009,132500
864,20,8640,72.0,7,2007,1372,529,2008,250580
865,20,8750,70.04995836802665,5,1970,1002,902,2009,148500
866,20,10656,67.0,8,2006,1646,870,2007,248900
867,20,6970,85.0,4,1961,1120,544,2007,129000
868,60,14762,70.04995836802665,5,1948,2320,672,2006,169000
869,60,9938,80.0,7,1993,1949,574,2010,236000
870,20,6600,60.0,5,1962,894,308,2009,109500
871,60,8750,70.0,6,1998,1682,523,2010,200500
872,20,8892,74.0,5,1953,910,414,2008,116000
873,40,12144,60.0,5,1949,1268,288,2009,133000
874,50,5720,52.0,5,1941,1131,200,2009,66500
875,60,9000,75.0,8,2007,2610,550,2007,303477
876,20,25286,94.0,4,1963,1040,648,2007,132250
877,60,8834,74.0,9,2004,2224,738,2009,350000
878,85,11782,88.0,5,1961,1155,576,2010,148000
879,20,7000,70.04995836802665,5,1978,864,336,2009,136500
880,20,7024,60.0,5,2005,1090,450,2007,157000
881,50,13758,44.0,7,1990,1717,400,2007,187500
882,60,9636,70.04995836802665,6,1992,1593,389,2009,178000
883,75,6204,60.0,4,1912,2230,440,2006,118500
884,20,7150,65.0,5,1967,892,288,2009,100000
885,120,5119,50.0,9,1999,1709,506,2008,328900
886,90,8393,70.0,5,1959,1712,588,2006,145000
887,50,16466,59.0,5,1955,1393,300,2008,135500
888,20,15865,95.0,8,1970,2217,621,2007,268000
889,20,12160,128.0,6,1953,1505,505,2009,149500
890,50,8064,60.0,5,1949,924,576,2007,122900
891,60,11184,70.0,6,1978,1683,440,2009,172500
892,20,8414,70.0,6,1963,1068,264,2006,154500
893,20,13284,70.04995836802665,5,1954,1383,354,2008,165000
894,90,7018,64.0,5,1979,1535,400,2009,118858
895,60,7056,71.0,6,1963,1796,483,2008,140000
896,30,8765,50.0,4,1936,951,327,2006,106500
897,90,7018,64.0,5,1979,2240,528,2009,142953
898,20,12919,100.0,9,2009,2364,820,2010,611657
899,20,6993,65.0,5,1961,1236,288,2006,135000
900,20,7340,70.04995836802665,4,1971,858,684,2007,110000
901,20,8712,64.0,5,1957,1306,756,2009,153000
902,60,7875,63.0,7,2003,1509,393,2006,180000
903,20,14859,50.0,7,2006,1670,690,2006,240000
904,20,6173,70.04995836802665,5,1967,902,288,2007,125500
905,20,9920,80.0,5,1954,1063,280,2010,128000
906,20,13501,116.0,8,2006,1636,865,2007,255000
907,50,11500,86.0,7,1936,2057,180,2006,250000
908,20,8885,70.04995836802665,5,1983,902,484,2006,131000
909,60,12589,149.0,6,2005,1484,390,2009,174000
910,90,11600,80.0,5,1960,2274,480,2010,154300
911,20,9286,70.04995836802665,5,1977,1268,252,2009,143500
912,30,6120,51.0,5,1925,1015,450,2006,88000
913,90,6270,82.0,5,1949,2002,871,2007,145000
914,160,3000,30.0,6,2009,1224,528,2009,173733
915,160,2001,21.0,4,1970,1092,286,2007,75000
916,20,9000,50.0,2,1949,480,308,2006,35311
917,20,17140,70.04995836802665,4,1956,1229,284,2009,135000
918,60,13125,103.0,7,1991,2127,833,2007,238000
919,20,11029,87.0,6,1958,1414,601,2008,176500
920,60,8462,70.0,6,1994,1721,471,2007,201000
921,90,8777,67.0,5,1900,2200,0,2008,145900
922,20,10237,65.0,6,2005,1316,397,2006,169990
923,120,8012,50.0,6,1993,1617,533,2008,193000
924,20,10240,79.0,6,1980,1686,612,2006,207500
925,20,15611,70.04995836802665,5,1977,1126,540,2008,175000
926,60,11999,93.0,8,2003,2374,656,2007,285000
927,60,9900,70.04995836802665,7,1968,1978,486,2008,176000
928,20,11838,70.04995836802665,8,2001,1788,522,2009,236500
929,60,13006,70.04995836802665,7,1997,2236,642,2006,222000
930,20,8925,73.0,8,2007,1466,610,2009,201000
931,20,9100,70.0,5,1965,925,429,2009,117500
932,20,11670,84.0,9,2006,1905,788,2007,320000
933,20,8487,63.0,7,2004,1500,570,2009,190000
934,20,27650,313.0,7,1960,2069,505,2008,242000
935,30,5825,52.0,4,1926,747,528,2006,79900
936,20,10083,67.0,7,2003,1200,555,2009,184900
937,60,9675,75.0,7,2005,1971,689,2009,253000
938,60,8760,73.0,7,2006,1962,868,2006,239799
939,70,24090,70.04995836802665,7,1940,2403,349,2010,244400
940,90,12640,55.0,6,1976,1728,574,2006,150900
941,60,8755,70.04995836802665,7,1999,2060,390,2009,214000
942,90,7711,42.0,4,1977,1440,0,2007,150000
943,90,25000,100.0,5,1967,1632,576,2007,143000
944,20,14375,70.04995836802665,6,1958,1344,525,2009,137500
945,50,8820,98.0,5,1890,1869,456,2009,124900
946,80,8163,70.0,5,1959,1144,796,2006,143000
947,20,14536,85.0,8,2002,1629,808,2007,270000
948,60,14006,65.0,7,2002,1776,474,2006,192500
949,20,9360,78.0,6,1972,1381,676,2010,197500
950,20,7200,60.0,5,1950,864,720,2007,129000
951,20,7800,60.0,5,1965,965,300,2006,119900
952,85,7200,60.0,5,1972,768,396,2009,133900
953,60,11075,70.04995836802665,5,1969,1968,530,2008,172000
954,90,9400,35.0,6,1975,980,0,2006,127500
955,90,7136,82.0,6,1946,1958,492,2007,145000
956,160,1300,24.0,6,1980,1229,462,2009,124000
957,20,7420,70.0,5,1962,1057,576,2007,132000
958,20,8450,65.0,7,2003,1337,531,2007,185000
959,160,2572,24.0,7,1999,1416,484,2010,155000
960,20,7207,50.0,5,1958,858,0,2010,116500
961,60,12227,70.04995836802665,6,1977,2872,619,2008,272000
962,160,2308,24.0,6,1976,1548,440,2007,155000
963,20,11923,122.0,9,2007,1800,702,2009,239000
964,60,11316,80.0,7,2002,1894,510,2010,214900
965,60,10237,65.0,6,2005,1484,393,2007,178900
966,50,9600,130.0,5,1940,1308,256,2009,160000
967,20,7390,70.04995836802665,5,1955,1098,260,2008,135000
968,50,5925,50.0,3,1910,968,0,2009,37900
969,190,10382,75.0,6,1958,1095,264,2006,140000
970,50,10800,60.0,4,1949,1192,0,2006,135000
971,160,2268,36.0,7,2003,1626,474,2009,173000
972,120,7892,55.0,6,1979,918,264,2010,99500
973,20,11639,95.0,7,2007,1428,480,2008,182000
974,70,11414,60.0,7,1910,2019,532,2009,167500
975,160,2651,70.04995836802665,7,2000,1382,490,2006,165000
976,30,5900,51.0,4,1923,869,0,2006,85500
977,120,4274,35.0,7,2006,1241,569,2007,199900
978,20,9450,68.0,4,1954,894,400,2007,110000
979,20,8816,80.0,5,1963,1121,480,2009,139000
980,85,12122,70.04995836802665,7,1961,999,588,2008,178400
981,60,12203,98.0,8,1998,2612,676,2009,336000
982,20,3182,43.0,7,2007,1266,388,2008,159895
983,60,11250,70.04995836802665,8,2002,2290,779,2008,255900
984,90,10125,75.0,5,1977,1734,539,2009,126000
985,190,10880,68.0,5,1950,1164,240,2008,125000
986,50,5310,59.0,6,1910,1635,255,2006,117000
987,20,10159,83.0,9,2009,1940,606,2010,395192
988,60,12046,70.04995836802665,6,1976,2030,551,2007,195000
989,60,8125,65.0,7,2006,1576,614,2006,197000
990,60,9452,82.0,8,1997,2392,870,2006,348000
991,70,17671,121.0,8,1882,1742,424,2009,168000
992,60,9760,80.0,6,1964,1851,440,2007,187000
993,60,8846,68.0,6,2005,1500,564,2006,173900
994,20,12456,96.0,10,2006,1718,786,2009,337500
995,50,4712,51.0,4,1946,1230,305,2006,121600
996,20,10659,70.04995836802665,5,1961,1050,368,2006,136500
997,20,11717,70.04995836802665,6,1970,1442,615,2009,185000
998,30,9786,60.0,3,1922,1077,210,2006,91000
999,20,6762,64.0,7,2006,1208,632,2010,206000
1000,20,10206,74.0,3,1952,944,528,2009,82000
1001,30,5400,60.0,5,1920,691,216,2007,86000
1002,20,11957,75.0,8,2006,1574,824,2008,232000
1003,90,11500,70.04995836802665,5,1976,1680,528,2007,136905
1004,120,3182,43.0,7,2005,1504,457,2009,181000
1005,80,8385,65.0,5,1977,985,328,2008,149900
1006,20,12155,70.04995836802665,6,1970,1657,484,2007,163500
1007,160,2217,21.0,4,1970,1092,286,2009,88000
1008,20,12118,43.0,7,2004,1710,550,2009,240000
1009,50,6000,60.0,5,1926,1522,0,2006,102000
1010,50,21286,115.0,5,1948,1271,312,2008,135000
